"202021CHI303143","13","5529","5529","5529"
"202021CHI303145","13","8000","8000","8000"
"202021CHI303061","13","8500","8500","8500"
"202021CHI303033","13","5300","5300","5300"
"202021CHI303035","13","6600","6600","6600"
"202021CHI303003","13","26490","26490","26490"
"202021CHI302905","13","11658","11658","11658"
"202021NAG201616","41","3800","3800","3800"
"202021NAG201617","41","1450","1450","1450"
"202021NAG201618","41","300","300","300"
"202021NAG201619","41","300","300","300"
"202021NAG201620","41","300","300","300"
"202021NAG201865","41","58750","58750","58750"
"20-21/PETV/04282","44","2200","2200","2200"
"201920NAG301094","42","1071","1071","1071"
"202021NAG305031","42","14000","14000","14000"
"202021NAG305155","42","3500","3500","3500"
"202021NAG305157","42","3500","3500","3500"
"20-21/CHI3/03239","13","9219","9219","9219"
"202021PANJ02240","89","18000","18000","18000"
"202021PIMP02097","46","25500","25500","25500"
"202021PIMP02098","46","25500","25500","25500"
"202021PIMP02099","46","15999","15999","15999"
"202021PIMP02100","46","2300","2300","2300"
"202021PIMP03010","46","148000","148000","148000"
"202021PIMP04492","46","5000","5000","5000"
"202021PIMP04498","46","1250","1250","1250"
"202021PIMP04501","46","14500","14500","14500"
"202021PIMP04505","46","3400","3400","3400"
"202021RAT209533","51","2200","2200","2200"
"202021RAT208056","51","6800","6800","6800"
"202021RAT208495","51","7000","7000","7000"
"202021RAT209414","51","11800","11800","11800"
"202021RAT206835","51","12000","12000","12000"
"202021RAT206836","51","12000","12000","12000"
"202021RAT206837","51","12000","12000","12000"
"202021RAT206838","51","12000","12000","12000"
"202021RAT208494","51","26500","26500","26500"
"202021RAT209545","51","37000","37000","37000"
"202021RAHU00814","95","4297","4297","4297"
"202021RAHU00873","95","9470","9470","9470"
"202021RAHU00881","95","28400","28400","28400"
"202021RAHU00885","95","15000","15000","15000"
"202021RAHU00935","95","1490","1490","1490"
"202021RAHU00937","95","4170","4170","4170"
"202021RAHU00978","95","5500","5500","5500"
"202021SADA01616","53","1500","1500","1500"
"202021SANG03279","54","45500","40000","40000"
"202021SANG05228","54","10000","10000","10000"
"20-21/ICH1/05869","17","45500","45500","45500"
"20-21/TASG/00685","80","2000","2000","2000"
"20-21/KUDL/05434","31","57000","57000","57000"
"20-21/vadu/01007","81","24416","24416","24416"
"20-21/MAR1/04451","35","24899","24899","24899"
"20-21/SAT1/06492","59","1700","1700","1700"
"202021STR304118","61","1800","1800","1800"
"202021STR304129","61","1700","1700","1700"
"202021STR304170","61","149000","149000","149000"
"202021STR304173","61","1500","1500","1500"
"202021STR304221","61","13000","13000","13000"
"202021STR304239","61","2992","2992","2992"
"202021STR304267","61","7000","7000","7000"
"202021STR304301","61","2200","2200","2200"
"202021SAT202891","60","4413","4413","4413"
"202021SAT202905","60","11500","11500","11500"
"202021SAT202906","60","45600","45600","45600"
"202021SAT202907","60","7600","7600","7600"
"202021SAT202908","60","5700","5700","5700"
"202021SAT203221","60","3000","3000","3000"
"202021SAT203287","60","300","300","300"
"20-21/PIMP/04585","46","63000","63000","63000"
"20-21/PIMP/04586","46","35500","35500","35500"
"202021MARG02761","35","4200","4200","4200"
"202021MARG04227","35","16000","16000","16000"
"202021MARG04284","35","5000","5000","5000"
"20-21/RANK/02907","49","800","800","800"
"20-21/INDA/02061","20","4000","4000","4000"
"20-21/SAT1/06497","59","200","200","200"
"202021WAI102679","71","5500","5500","5500"
"20-21/KAGL/05150","25","1500","1500","1500"
"202021SAT105813","59","200","200","200"
"202021SAT106101","59","2000","2000","2000"
"202021SAT106286","59","24000","24000","24000"
"202021SAT106349","59","500","500","500"
"202021SAT106371","59","200","200","200"
"202021PLT102667","45","14300","14300","14300"
"202021PLT102781","45","12000","12000","12000"
"202021PLT102819","45","8000","8000","8000"
"202021PLT102839","45","9800","9800","9800"
"202021PLT102890","45","46000","46000","46000"
"202021PLT102982","45","14000","14000","14000"
"202021PLT103028","45","10000","10000","10000"
"202021PLT103039","45","8200","8200","8200"
"202021PLT103040","45","8200","8200","8200"
"202021PLT103041","45","11200","11200","11200"
"202021PLT103042","45","11200","11200","11200"
"202021PLT103043","45","15000","15000","15000"
"202021PLT103044","45","2075","2075","2075"
"202021PLT103302","45","23500","23500","23500"
"202021PLT103304","45","9800","9800","9800"
"202021PLT103305","45","5200","5200","5200"
"202021PLT103398","45","1000","1000","1000"
"202021PLT103538","45","21000","21000","21000"
"202021PLT103539","45","21000","21000","21000"
"202021PLT103540","45","13500","13500","13500"
"202021PLT103541","45","13500","13500","13500"
"202021PLT103559","45","25500","25500","25500"
"202021PLT103562","45","15000","15000","15000"
"202021PLT103565","45","17200","17200","17200"
"202021PLT103575","45","3671","3671","3671"
"202021PLT103659","45","24000","24000","24000"
"202021PLT103663","45","12600","12600","12600"
"202021PLT104367","45","23800","23800","23800"
"202021PLT104490","45","15000","15000","15000"
"202021KORE02888","30","34500","34500","34500"
"202021KORE02945","30","16000","16000","16000"
"202021KRD301562","79","20000","20000","20000"
"202021KRD301658","79","5500","5500","5500"
"202021KRD301692","79","1300","1300","1300"
"202021KRD301733","79","2788","2788","2788"
"202021KRD301786","79","4452","4452","4452"
"202021KRD301796","79","2700","2700","2700"
"202021KAR202451","28","2200","2200","2200"
"202021KAR202592","28","800","800","800"
"202021KAR202607","28","28500","28500","28500"
"202021KAR202613","28","2700","2700","2700"
"202021KAR202650","28","1200","1200","1200"
"202021KAR202653","28","14000","14000","14000"
"202021KAR202685","28","7800","7800","7800"
"202021KAR105794","27","7200","7200","7200"
"202021ISL202608","22","5000","5000","5000"
"202021ISL202749","22","6120","6120","6120"
"20-21/CHI2/06462","12","10000","10000","10000"
"20-21/PETV/04290","44","1730","1730","1730"
"20-21/SHAH/16571","63","3800","3800","3800"
"20-21/PETV/04292","44","17500","17500","17500"
"20-21/SOP3/02739","67","66000","66000","66000"
"20-21/KAVM/02313","29","13900","13900","13900"
"20-21/INDA/02065","20","2400","2400","2400"
"202021ISL103575","21","15000","15000","15000"
"202021ISL103607","21","14500","14500","14500"
"20-21/REM1/00512","98","5000","5000","5000"
"20-21/SHAH/16587","63","65000","65000","65000"
"20-21/vadu/01012","81","6450","6450","6450"
"20-21/CHI3/03247","13","5000","5000","5000"
"20-21/INDA/02067","20","3115","3115","3115"
"20-21/SHAH/16589","63","69000","69000","69000"
"20-21/SAN1/16590","55","32900","32900","32900"
"20-21/PAND/04722","43","6517","6517","6517"
"20-21/ICH1/05895","17","20704","20704","20704"
"20-21/PLUS/02027","94","14500","14500","14500"
"20-21/BICW/04545","10","7500","7500","7500"
"20-21/SOP1/04643","65","25000","25000","25000"
"20-21/SONG/02998","58","2000","2000","2000"
"20-21/SONG/03000","58","2000","2000","2000"
"20-21/SOP4/03416","68","5600","5600","5600"
"20-21/SHAH/16606","63","10800","10800","10800"
"20-21/RAJ1/04280","47","1000","1000","1000"
"20-21/KAN2/02215","78","3900","3900","3900"
"20-21/SAN1/16621","55","9600","9600","9600"
"20-21/SHAH/16615","63","57500","57500","57500"
"20-21/HADP/02038","16","3000","3000","3000"
"20-21/LAT1/03106","32","24300","24300","24300"
"20-21/OSHI/00385","86","26990","26990","26990"
"20-21/SOP1/04654","65","129900","129900","129900"
"20-21/SHAH/16625","63","31000","31000","31000"
"20-21/RAT2/09739","51","11249","11249","11249"
"20-21/ICH1/05919","17","3800","3800","3800"
"20-21/SAN1/16655","55","11000","11000","11000"
"20-21/PETV/04306","44","7700","7700","7700"
"20-21/BICW/04558","10","7300","7300","7300"
"20-21/SAN3/03430","57","300","300","300"
"20-21/SAN1/16681","55","68000","68000","68000"
"20-21/MUDT/03029","39","3200","3200","3200"
"20-21/PLUS/02036","94","1500","1500","1500"
"20-21/INDA/02073","20","9000","9000","9000"
"20-21/BICW/04564","10","10340","10340","10340"
"20-21/PETV/04309","44","14630","14630","14630"
"20-21/BICW/04565","10","13000","13000","13000"
"20-21/SHAH/16663","63","800","800","800"
"20-21/BICW/04566","10","16500","16500","16500"
"20-21/MRJ2/03081","37","5000","5000","5000"
"20-21/SOP3/02761","67","2944","2944","2944"
"20-21/SHAH/16666","63","149000","112400","112400"
"20-21/TASG/00699","80","11199","11199","11199"
"20-21/RAT1/03617","50","26600","26600","26600"
"20-21/NAG2/01919","41","9850","9850","9850"
"20-21/PANJ/02338","89","30000","30000","30000"
"20-21/SAN1/16712","55","21300","21300","21300"
"20-21/SAN1/16713","55","10500","10500","10500"
"20-21/SAN1/16714","55","10500","10500","10500"
"20-21/SAN1/16715","55","10500","10500","10500"
"20-21/BICW/04570","10","12200","12200","12200"
"20-21/BICW/04572","10","3300","3300","3300"
"20-21/LAT2/03550","33","700","700","700"
"20-21/LAT2/03551","33","2300","2300","2300"
"20-21/BICW/04573","10","11200","11200","11200"
"20-21/SOP4/03437","68","9800","9800","9800"
"20-21/SHAH/16689","63","126000","126000","126000"
"20-21/KAN2/02227","78","2000","2000","2000"
"20-21/SAN1/16735","55","146000","146000","146000"
"20-21/SHAH/16694","63","7700","7700","7700"
"20-21/RANK/02940","49","3500","3500","3500"
"20-21/HPRI/00941","75","5000","5000","5000"
"20-21/RAT2/09772","51","7600","7600","7600"
"20-21/PETV/04317","44","2900","2900","2900"
"20-21/NAS3/00853","93","11200","11200","11200"
"20-21/SOP3/02774","67","6200","6200","6200"
"20-21/NAG2/01928","41","4000","4000","4000"
"20-21/SOP4/03445","68","7000","7000","7000"
"20-21/SOP1/04683","65","19770","19770","19770"
"20-21/RAMW/00334","101","12200","12200","12200"
"20-21/KHED/00504","82","11300","11300","11300"
"20-21/PAND/04767","43","2550","2550","2550"
"20-21/ICH1/05959","17","28300","28300","28300"
"20-21/ICH1/05963","17","14500","14500","14500"
"20-21/KAR2/02733","28","12300","12300","12300"
"20-21/HPRI/00947","75","12000","12000","12000"
"20-21/KAGL/05211","25","8000","8000","8000"
"20-21/KAGL/05212","25","5500","5500","5500"
"20-21/ICH1/05966","17","49500","49500","49500"
"20-21/vadu/01036","81","1500","1500","1500"
"20-21/SAN1/16784","55","5000","5000","5000"
"20-21/KAVM/02327","29","5592","5592","5592"
"20-21/INDA/02082","20","9000","9000","9000"
"20-21/RANK/02946","49","100","100","100"
"20-21/SOP1/04692","65","82170","82170","82170"
"20-21/RANK/02948","49","100","100","100"
"20-21/RANK/02949","49","6300","6300","6300"
"20-21/SOP3/02785","67","42999","42999","42999"
"20-21/ICH1/05975","17","14165","14165","14165"
"20-21/MUDT/03043","39","11000","11000","11000"
"20-21/MUDT/03044","39","3800","3800","3800"
"20-21/PETV/04325","44","18888","18888","18888"
"20-21/INDA/02083","20","73500","73500","73500"
"20-21/CHI3/03268","13","12990","12990","12990"
"20-21/INDA/02084","20","52100","52100","52100"
"20-21/KRD3/01927","79","25000","25000","25000"
"20-21/RAT1/03636","50","9500","9500","9500"
"20-21/GDRW/00004","7","171000","171000","171000"
"20-21/BICW/04591","10","12400","12400","12400"
"20-21/RANK/02953","49","200","200","200"
"20-21/PETV/04331","44","7990","7990","7990"
"20-21/PETV/04332","44","9700","9700","9700"
"20-21/SHAH/16759","63","20500","20500","20500"
"20-21/SHAH/16760","63","15600","15600","15600"
"20-21/RAHU/01062","95","14590","14590","14590"
